Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country,openai_answer
S&G Automobil,"S&G Automobil provides a selection of pre-owned mercedes-benz cars, vans with financing, leasing, rental, sales and repair services.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
MLS Lanny,"MLS Lanny is a manufacturer of regulating valves, switching valves, and pressure reducers for the laser and pet bottle industries.",R2,Reduce,Bad Wildbad,Baden-Wurttemberg,Germany,"RR2: ""Reduce"""
Preckel Automobile,"Preckel Automobile is an automotive dealer that offers new and pre-owned vehicles, as well as repair services.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
TÜV Hessen,"TÜV Hessen offers environmental engineering, automotive repair & maintenance, computer systems design, and material testing services.",R4,Repair,Darmstadt,Hessen,Germany,"RR4: ""Repair"""
DFK Group,DFK Group is a property investment company that provides real estate rental investment with rental income and repair cost coverage.,R4,Repair,Kaltenkirchen,Schleswig-Holstein,Germany,Disagree. The company 'DFK Group' does not directly align with the circular economy strategy of 'Repair' as they focus on property investment rather than repairing products.
Büchele Lufttechnik,"Büchele Lufttechnik develops, manufactures, plans, installs, repairs, and maintains industrial ventilation and air conditioning systems.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
REGE mbH Bielefeld,REGE is a civic & social organization company that develops social innovations and rethinking access to the labor market.,R1,Rethink,Bielefeld,Nordrhein-Westfalen,Germany,"RR1: ""Rethink"""
Massenberg,Massenberg offers concrete repair services.,R4,Repair,Essen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
CMV Systems,CMV Systems specializes in online monitoring in recovery boilers and infrared rotary kiln temperature monitoring.,R9,Recover,Jüchen,Nordrhein-Westfalen,Germany,Disagree. CMV Systems specializes in online monitoring services rather than physical recovery or extraction of materials or energy from waste products.
Badziong Mobility,Badziong Mobility is a car dealer company that specializes in selling and repairing new and used cars and providing cars on rent.,R4,Repair,Pulheim,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
The AVG Group,"The AVG Group is a waste disposal and recycling company that collects, treats and reuses commercial and industrial waste.",R3,Reuse,Köln,Nordrhein-Westfalen,Germany,"RR3: ""Reuse"""
LetMeRepair,LetMeRepair is a BPO company that provides technical support services.,R4,Repair,Bautzen,Sachsen,Germany,"RR4: ""Repair"""
Kunzmann,"Kunzmann offers a wide range of used and new vehicles of various brands, as well as spare parts and repair services.",R4,Repair,Aschaffenburg,Bayern,Germany,"RR4: ""Repair"""
Striebel Textil,Striebel Textil offers an online platform of recycled second-hand apparel that is made from waste clothes.,R8,Recycle,Langenenslingen,Baden-Wurttemberg,Germany,"RR8: ""Recycle""."
Pyrolyx,Pyrolyx produces extraction of rCB (recovered carbon black) from end-of-life tires.,R9,Recover,Munich,Bayern,Germany,"RR9: ""Recover"""
DK Recycling und Roheisen,"DK Recycling und Roheisen is a recycles ferrous waste materials industry, that produces special pig iron from the supplied waste materials.",R8,Recycle,Duisburg,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
JHK Group,"JHK Group offers pipeline construction, prefabrication, steel, plant engineering, shipbuilding scaffolding, maintenance and repair services.",R4,Repair,Bremerhaven,Bremen,Germany,"RR4: ""Repair"""
KMA environmental technology,KMA Environmental Technology is a manufacturer of air purification and heat recovery systems for industrial applications.,R9,Recover,Königswinter,Nordrhein-Westfalen,Germany,"RR9: ""Recover"""
Ökostadt Koblenz,Ökostadt Koblenz is an association that works on social and ecological projects to reduce negative environmental impact.,R2,Reduce,Koblenz,Rheinland-Pfalz,Germany,"RR2: ""Reduce"""
On Track,"On Track offers rail maintenance, repair, and freight services.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
EMS,EMS is an electrical engineering company that provides solar energy equipment with repair and installation services for various projects.,R4,Repair,Lingen,Niedersachsen,Germany,"RR4: ""Repair"""
HK Engineering,"HK Engineering is an automotive repair shop for tire, wheel, and brake repair services.",R4,Repair,Polling,Bayern,Germany,"RR4: ""Repair"""
ernst + könig,Ernst + König is a car dealership that provides various brands of vehicles for sale and rent and offers maintenance and repair services.,R4,Repair,Bahlingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
SOCOTEC,"SOCOTEC provides infrastructure, energy, construction, real estate, and civil EOD and recovery services",R9,Recover,Hamburg,Hamburg,Germany,"Disagree. The company SOCOTEC, based on the provided description, appears to focus on providing services related to infrastructure, energy, construction, real estate, and civil EOD and recovery. While they may be involved in waste management and recovery services, the information provided does not specifically indicate a direct alignment with the circular economy strategy of 'Recover'."
Formula GT,Formula GT is a car service and repair station that sells racing and road components.,R4,Repair,Munich,Bayern,Germany,"RR4: ""Repair"""
LITTERER Group,"LITTERER Group provides corrosion protection, scaffolding, fire protection, concrete repair, and construction services.",R4,Repair,Mannheim,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
CON+Scantech,CON+Scantech provides digital BIM services to support the planning and execution of concrete repair projects.,R4,Repair,Dortmund,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
cct Stegelitz GmbH,cct Stegelitz provides recovered carbon black produced from post-consumer rubber for the polymers industry.,R9,Recover,Potsdam,Brandenburg,Germany,"RR9: ""Recover"""
Autohaus Ebersberg,"Autohaus Ebersberg is a dealership that sells new and used cars and provides electric mobility, repair, and maintenance services.",R4,Repair,Ebersberg,Bayern,Germany,"RR4: ""Repair"""
PE Automotive,"PE Automotive specializes in supplying spare parts and accessories for vehicles and offers maintenance, repairing, and logistics solutions.",R4,Repair,Wuppertal,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Asure,"Rethink insurance! Open decentralized autonomous insurance platform, powered by blockchain innovation.",R1,Rethink,Dortmund,Nordrhein-Westfalen,Germany,"RR1: ""Rethink"""
ZMO,ZMO manufactures and repairs wear parts for the printing and packaging industry.,R4,Repair,Hoisdorf,Schleswig-Holstein,Germany,"RR4: ""Repair"""
Motoren Baader,"Motoren Baader is an automotive workshop specializing in engine repair, truck repair, trailer repair, and commercial vehicle tire service.",R4,Repair,Neustadt An Der Weinstraße,Rheinland-Pfalz,Germany,"RR4: ""Repair"""
Housing company Amberg,"Housing company Amberg is a real estate company that offers buying, selling, rental, property management, repairs, and cleaning services.",R4,Repair,Amberg,Bayern,Germany,"RR4: ""Repair"""
IVOSTUD,"IVOSTUD specializes in supplying stud welding systems along with installation, assembly, advisory, maintenance and repair services.",R4,Repair,Breckerfeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
co2online,co2online gGmbH is a nonprofit company that carry on campaigning to reduce emissions of carbon dioxide by means of energy saving.,R2,Reduce,Berlin,Berlin,Germany,"RR2: ""Reduce"""
DB Fahrzeuginstandhaltung,"DB Fahrzeuginstandhaltung is a mechanical engineering company that focuses on vehicle redesign, revision, inspection, and repair services.",R4,Repair,Frankfurt,Hessen,Germany,"RR4: ""Repair"""
Noex,Noex is a waste disposal company that recycles electrical and electronic equipment into raw materials.,R8,Recycle,Grevenbroich,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
Adamec Recycling,Adamec Recycling is a recovery of electronic wastes.,R9,Recover,Fürth,Bayern,Germany,"RR9: ""Recover"""
3D Lasertec,"3D Lasertec maintains, calibrates, and repairs coordinate measuring machines.",R4,Repair,Aalen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Europart,"Europart is a retail chain in parts, service items, cleaning products, accessories, and repair services for almost all household appliances",R4,Repair,Appeldorn,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Scuderia,"Scuderia is an auto repair shop that provides tyre changes, detailing, inspections, restoration, and repair services.",R4,Repair,Irschenberg,Bayern,Germany,"RR4: ""Repair"""
Cybertrading GmbH,"Cybertrading provides new network technology, refurbished hardware, IT remarketing, and new network products.",R5,Refurbish,Barleben,Sachsen-Anhalt,Germany,"RR5: ""Refurbish"""
NB Parts,"NB Parts specializes in the production, replacement, and refurbishment of spare parts.",R5,Refurbish,Forchheim,Bayern,Germany,"RR5: ""Refurbish"""
WOW! Wurth Online World,"WOW! Wurth Online World is an automotive-based vehicle servicing, repairing & maintenance service providing firm.",R4,Repair,Künzelsau,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
HESTIA,"HESTIA offers customer service for wood firing systems with maintenance, repair, renovation, and TÜV measurement.",R4,Repair,Lengenfeld,Thuringen,Germany,"RR4: ""Repair"""
Heiber + Schröder Maschinenbau,"Heiber + Schröder Maschinenbau provides packaging solutions, machinery, production, instruction, training, repair, and maintenance services.",R4,Repair,Erkrath,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Flashfix,"Flashfix offers on-the-spot bicycle repair services in Berlin, addressing issues like flat tires and brake problems.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
Fuchs & Schmitt,Fuchs & Schmitt is a textile manufacturing company that designs jackets and hoodies made from recycled wool and PET bottles.,R8,Recycle,Aschaffenburg,Bayern,Germany,"RR8: ""Recycle"""
Electrocycling,Electrocycling is a certified recycler of old electronic devices and offer environmentally friendly electro-recycling for all requirements.,R8,Recycle,Goslar,Niedersachsen,Germany,"RR8: ""Recycle"""
Leyard Europe,"Leyard Europe offers support for installation, maintenance, and necessary repairs.",R4,Repair,Reutlingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
GTR Global Technology Remarketing and Recycling,"GTR provides logistics, refurbishment, and remarketing services for IT hardware.",R5,Refurbish,Rottenburg An Der Laaber,Bayern,Germany,"RR5: ""Refurbish"""
GP Renewables,"GP Renewables provides wind farm foundation design, inspection, and repair services.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
OETTINGER Sportsystems,OETTINGER Sportsystems is a vehicle tuning company that offers spare parts and repair services.,R4,Repair,Friedrichsdorf,Hessen,Germany,"RR4: ""Repair"""
Data Recovery,Data Recovery specializes in recovering data from any storage media enabling the highest recovery rates even with highly sensitive data.,R9,Recover,Dresden,Sachsen,Germany,"Disagree. Data Recovery's core business is focused on recovering data from storage media, not on extracting useful materials or energy from waste products."
Phone Repair,"Phone Repair is a store that specializes in the repair of smartphones, cell phones, and tablets.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
2ndSource,2ndSource is an E-commerce shop that specializes in the field of refurbished IT hardware.,R5,Refurbish,Zeven,Niedersachsen,Germany,"RR5: ""Refurbish"""
HoPaD,"HoPaD sells, installs, and repairs garden sheds, pallets, doors, and windows.",R4,Repair,Wismar,Mecklenburg-Vorpommern,Germany,"RR4: ""Repair"""
ELBE,ELBE specializes in the production and repair of cardan shafts for motor vehicles and industries.,R4,Repair,Köln,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
VAT4U,VAT4U automates your Value-Added-Tax recovery. VAT4U is Europe’s first automated VAT refund platform.,R9,Recover,Düsseldorf,Nordrhein-Westfalen,Germany,"Disagree. The company 'VAT4U' does not align with the circular economy strategy 'Recover' as they focus on automating Value-Added-Tax recovery services, not on extracting useful materials or energy from waste products."
MEDSER Medical Services,"MEDSER Medical Services is specialized in sale and distribution, maintenance, repair, delivery of OEM spare parts.",R4,Repair,Heusenstamm,Hessen,Germany,"RR4: ""Repair"""
Härer,"Härer is a developer, manufacturer, and repairer of printing and injection molds.",R4,Repair,Lorch,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Urban Mining Solutions,Urban Mining Solutions provides materials extraction and processing of ores to recover composite materials from waste management industry.,R9,Recover,Remscheid,Nordrhein-Westfalen,Germany,"RR9: ""Recover"""
Premio Reifen + Autoservice,"Premio Reifen + Autoservice is an auto repair shop for tire, wheel, and brake repair services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
SINTRONICS,"SINTRONICS is a manufacturing company offering support for industrial electronics, including repair, replacement, and expert advice.",R4,Repair,Schöneck,Bayern,Germany,"RR4: ""Repair"""
Douteil Smart Repair,Douteil Smart Repair provides dent removal services. ,R4,Repair,Kamp-lintfort,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Bdst,"Bdst is a taxpayer association that aims to reduce taxation, and public spending with reduction of bureaucracy and public debt.",R2,Reduce,Berlin,Berlin,Germany,"Disagree. The company 'Bdst' and its focus on reducing taxation and public spending does not directly align with the circular economy strategy of 'Reduce', which is more focused on minimizing resource usage and waste generation in the production process."
Das Haus,"Das Haus focuses on services such as smart homes, gardens, renovation, refurbishing, construction planning, and solutions.",R5,Refurbish,München,Bayern,Germany,"RR5: ""Refurbish"""
European Network Services,European Network Services specializes in network hardware and solar inverter repair along with component procurement and maintenance.,R4,Repair,Birkenwerder,Brandenburg,Germany,"RR4: ""Repair"""
Oschatz,"Oschatz is a specialist in thermal treatment technologies, energy recovery and waste utilisation in industrial plants.",R9,Recover,Essen,Nordrhein-Westfalen,Germany,"RR9: ""Recover"""
The Cell Phone Shop,"The Cell Phone Shop installs and repairs landlines, telephones, and the internet.",R4,Repair,Wörth Am Main,Bayern,Germany,"RR4: ""Repair"""
Kröger Crane Construction and Industrial Service,Kröger Crane Construction and Industrial Service repairs and maintains crane systems.,R4,Repair,Neumünster,Schleswig-Holstein,Germany,"RR4: ""Repair"""
ZF Services Switzerland,"ZF Services Switzerland is an auto repair shop that offers diagnosis, repair, and replacement services.",R4,Repair,Schweinfurt,Bayern,Germany,"Disagree. The company 'ZF Services Switzerland' is located in Schweinfurt, Germany, not in Switzerland."
Struck Turbotechnik,"Struck Turbotechnik specializes in repairing vehicle engines, transmissions, and pumps along with the distribution of spare parts.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Rickim Electronics,"Rickim Electronics repairs instrument clusters, navigation devices, control units, and electronic components for the automotive industry.",R4,Repair,Düren,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
AMD,"AMD offers installation, navigation and repair services for mobile, radio, landline, internet, and car installation service.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Rekoo,Rekoo is a virtual clinic for stroke recovery.,R9,Recover,Berlin,Berlin,Germany,"Disagree. 'Rekoo' being a virtual clinic for stroke recovery does not involve the extraction of materials or energy from waste products, so the circular economy strategy 'Recover' does not apply to this company."
Lippold,"Lippold is a maintenance and repair firm that offers hydraulic service, field service, maintenance, repair, and pipeline construction.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
Intakt,"Intakt provides hail damage repair, natural catastrophes, and general services for the automotive industry.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
Bow Engineers,"Bow Engineers is a construction company that offers construction supervision, planning, repair, and reinforcement building services.",R4,Repair,Braunschweig,Niedersachsen,Germany,"RR4: ""Repair"""
4:energy,"4:energy is a solar energy solutions company that provides technical management, maintenance, and repair services.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
H&B OMEGA Europa,"H&B OMEGA Europa specializes in lock repairs, diagnosis, turnkey renovations, lock installation, and key recovery services.","R4, R9","Repair, Recover",Trier,Rheinland-Pfalz,Germany,"RR4: ""Repair"", Disagree. H&B OMEGA Europa's services primarily focus on lock repairs, renovations, installations, and key recovery, which do not align directly with the circular economy strategy of ""Recover"" that involves extracting useful materials or energy from waste products."
Saalfrank Qualitaets-Werbeartikel,SaalFrank is a online business site where products can be introduced to the public on a grand scale for an initial reduced rate.,R2,Reduce,Sennfeld,Baden-Wurttemberg,Germany,Disagree. The company 'Saalfrank Qualitaets-Werbeartikel' may not align with the circular economy strategy 'Reduce' as described.
Rottler,"Rottler is a manufacturing company that provides mechanical engineering, machine geometry, maintenance, and repair services.",R4,Repair,Mudersbach,Hessen,Germany,"RR4: ""Repair"""
Dröge,"Dröge provides technical facilities, installation, repair, and maintenance services for barn equipment and agricultural technology.",R4,Repair,Mistorf,Mecklenburg-Vorpommern,Germany,"RR4: ""Repair"""
Bristow & Sutor,Bristow & Sutor are one of the leading national enforcement and debt recovery agencies in the UK.,R9,Recover,England,Nordrhein-Westfalen,Germany,"Disagree. Bristow & Sutor, being an enforcement and debt recovery agency, is not directly involved in waste management or resource recovery activities."
Storm,Storm provides internal combustion engine repair services.,R4,Repair,Spelle,Niedersachsen,Germany,"RR4: ""Repair"""
Der Spindeldoctor,"Der Spindeldoctor provides spindle repair, electric motor winding, spindle replacement, and spindle optimization services.",R4,Repair,Naumburg,Hessen,Germany,"RR4: ""Repair"""
General Atomics AeroTec Systems,"General Atomics AeroTec Systems specializes in maintenance, repair, and overhaul for Bundeswehr military helicopters.",R4,Repair,Weßling,Bayern,Germany,"RR4: ""Repair"""
Adolf Cornels,"Adolf Cornels specializes in the maintenance of industrial plants, steel construction, hydraulic and ship repair services.",R4,Repair,Brunsbüttel,Schleswig-Holstein,Germany,"RR4: ""Repair"""
COMUNA-metall,"COMUNA-metall is a company that develops power cogeneration plants using gas, along with offering maintainance, and repairs services.",R4,Repair,Enger,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Energy Market Solutions,Energy Market Solutions is an electric utility company that provides technology services to reduce greenhouse gas emissions.,R2,Reduce,Berlin,Berlin,Germany,"RR2: ""Reduce"""
GreenDrivingCoach,GreenDrivingCoach offers consulting services to improve driving efficiency and reduce fleet costs.,R2,Reduce,Erlangen,Bayern,Germany,"RR2: ""Reduce"""
PerAGraft,"Development of more efficient, individualized stents (vascular supports against vasoconstriction to reduce heart attacks and strokes)",R2,Reduce,Aachen,Nordrhein-Westfalen,Germany,"RR2: ""Reduce"""
ITK Tabarz,"ITK is an engineering firm that offers infrared systems, thermography solutions, maintenance, and repair services on electrical switchgear.",R4,Repair,Tabarz,Thuringen,Germany,"RR4: ""Repair"""
Super Streusel,Super Streusel is a food and beverage company that manufactures and distributes a range of colorful decorative sprinklers.,R3,Reuse,Hamburg,Hamburg,Germany,"RR3: ""Reuse"""
FSD,"FSD develops innovative test technologies to detect defects, aging, and manipulation of vehicle components and systems to reduce risks.",R2,Reduce,Dresden,Sachsen,Germany,"RR2: ""Reduce"""
Technic Genius,Technic Genius is a computer repair service company.,R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
yourfone,yourfone is an online store that offers internet services and sells refurbished mobile phones and tablets.,R5,Refurbish,Maintal,Hessen,Germany,"RR5: ""Refurbish"""
Peters Werft,"Peters Werft is an industrial company that provides workshops, project planning, repairs, and new building solutions.",R4,Repair,Dersau,Schleswig-Holstein,Germany,"RR4: ""Repair"""
contec,"contec is a consulting firm that provides management consulting, recovery management, strategy consulting, and networking services.",R9,Recover,Bochum,Nordrhein-Westfalen,Germany,"Disagree. The company 'contec' does not seem to align with the circular economy strategy 'Recover' as their services focus on management consulting, recovery management, strategy consulting, and networking, rather than directly involving processes like energy recovery or material recovery from waste products."
Seico Sales Shops,"Seico Sales Shops supplies vehicles and offers spare parts, furniture construction, carpentry work, and accident and repair services.",R4,Repair,Rotenburg,Niedersachsen,Germany,"RR4: ""Repair"""
Innergy tech,Innergy tech is an industrial manufacturing firm that focuses on air-to-air heat and energy recovery products for the HVAC industry.,R9,Recover,Lich,Hessen,Germany,"RR9: ""Recover"""
Hydraulik-Service Rhein-Ruhr,Hydraulik-Service Rhein-Ruhr specializes in the repair and maintenance of hydraulic components.,R4,Repair,Oberhausen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Henkelhausen,"Henkelhausen provides planning, installation, maintenance, and repairs for machinery, equipment, and systems that run on diesel engines.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Netpolte,"Netpolte specializes in sales, data backup, data recovery and backup, troubleshooting, and consulting services.",R9,Recover,Stuttgart,Baden-Wurttemberg,Germany,"Disagree. Netpolte's primary services focus on sales, data backup, troubleshooting, and consulting, rather than directly involving waste products or material recovery."
Adels IT-Service,"Adels IT-Service offers PC, notebook and laptop repair services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Heinrich Nabholz Car Tires,"Heinrich Nabholz Car Tires is a mechanical engineering company that specializes in bike tire service, car repair, and leasing services.",R4,Repair,Gräfelfing,Bayern,Germany,"RR4: ""Repair"""
Emder Schiffsausrüstungs,Emder Schiffsausrüstungs is a marine supply store that specializes in supplies and repair services.,R4,Repair,Emden,Niedersachsen,Germany,"RR4: ""Repair"""
Der Prozessmanager,Der Prozessmanager specializes in IT security with the development and implementation of software solutions to reduce production cost.,R2,Reduce,Stuttgart,Baden-Wurttemberg,Germany,"RR2: ""Reduce"""
anykey,"anykey provides automation, backup and recovery, IT security, storage, cloud computing, virtualization, databases, and Big data services.",R9,Recover,Troisdorf,Nordrhein-Westfalen,Germany,Disagree. The company 'anykey' does not seem to directly align with the circular economy strategy 'Recover' as described.
Vogt Plastic,Vogt Plastic focus is on high quality post consumer recycled polymer resins and compounds.,R8,Recycle,Rheinfelden,Baden-Wurttemberg,Germany,"RR8: ""Recycle"""
KAPPA Filter Systems,"Kappa filter Systems is a industrial air pollution control and energy recovery, located in Düsseldorf.",R9,Recover,Düsseldorf,Nordrhein-Westfalen,Germany,"RR9: ""Recover""."
7S MEDIA,"7S MEDIA is an IT service provider such as installation, maintenance and repair.",R4,Repair,Sundern,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
EULYNX,EULYNX is a railway infrastructure company that offers digital signals to reduce the cost of signaling systems.,R2,Reduce,Frankfurt,Hessen,Germany,"RR2: ""Reduce"""
Netgate IT,"Netgate IT is an IT service company that provides data recovery, IT planning, and IT support services.",R9,Recover,Bielefeld,Nordrhein-Westfalen,Germany,"RR9: ""Recover"""
CompuTerra,"CompuTerra is an information technology company that offers IT consulting, software development, and notebook repair services.",R4,Repair,Wiesbaden,Hessen,Germany,"RR4: ""Repair"""
ML Reisemobil,"ML Reisemobil provides sale, rental, repair, service, and accessories for mobile homes and camping.",R4,Repair,Maulburg,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Asmec,ASMEC is a machining manufacturer that expertise in the field of surface mechanical properties with repair and maintenance services.,R4,Repair,Dresden,Sachsen,Germany,"RR4: ""Repair"""
Deniz Electronics,Deniz Electronics is a mobile phone shop that specializes in display damage and glass breakage repair services.,R4,Repair,Wuppertal,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
CRONIMET Envirotec,"CRONIMET Envirotec recycles and disposes industrial sludge, metal powder, drilling mud and catalysts.",R8,Recycle,Bitterfeld,Sachsen,Germany,"RR8: ""Recycle"""
White,"White is a tire distribution company that offers branded tires, heavy machinery tires, fillings, rims, wheel assembly, and repair services.",R4,Repair,Duisburg,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
ASC,"ASC manufactures, distributes, and repairs analog and digital sensors.",R4,Repair,Pfaffenhofen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Breithaupt,"Breithaupt designs, manufactures, and repairs precision measurement instruments.",R4,Repair,Kassel,Hessen,Germany,"RR4: ""Repair"""
TRIMET Aluminium,"Trimet Aluminium is a company that creates aluminium in different forms, the machines to make the products and recycles it as well.",R8,Recycle,Essen,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
Waterkotte,Waterkotte is a heat pump manufacturer that offers geothermal heat pump products and related services such as maintenance and repair.,R4,Repair,Herne,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Arthur Bechtel Classic Motors Services,Arthur Bechtel Classic Motors Services is a vehicle repair shop that provides classic car repair and maintenance services.,R4,Repair,Böblingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Marburger Lederwaren Knetsch,"Marburger Lederwaren Knetsch specializes in the watch repair, warranty, spare parts, repair, and other watch-related services.",R4,Repair,Marburg,Hessen,Germany,"RR4: ""Repair"""
Pekrun Transmission Construction,"Pekrun Transmission Construction designs, manufactures, and repairs gear boxes.",R4,Repair,Iserlohn,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Timmermanns,"Timmermanns provides car dealership services of the BMW along with offers car parts, repair, maintenance, and loyalty services.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Wind Multiplikator,"Wind Multiplikator provides consulting services in wind energy, including maintenance, engineering, and repair.",R4,Repair,Emden,Niedersachsen,Germany,"RR4: ""Repair"""
Allgemeine Gold and Silberscheideanstalt,"Allgemeine Gold and Silberscheideanstalt is engaged in the manufacturer of precious metal products, metal recovery, and metal trade",R9,Recover,Pforzheim,Baden-Wurttemberg,Germany,"RR9: ""Recover"""
Geotek,"Geotek is an IT service provider that offers network monitoring, IT support, data recovery, hosting, and web services, etc.",R9,Recover,Berlin,Berlin,Germany,"Disagree. Geotek, being an IT service provider, does not seem to be directly involved in processes related to extracting useful materials or energy from waste products, as defined in the circular economy strategy 'Recover'."
Bagela,"Bagela is a manufacturer of cable laying technology, pipe renewal winches, and asphalt recyclers.",R8,Recycle,Kaltenkirchen,Schleswig-Holstein,Germany,"RR8: ""Recycle"""
Attingo Datenrettung GmbH,Attingo is a leading specialist for datarecovery across Europe for over 18 years.,R9,Recover,Hamburg,Hamburg,Germany,"RR9: ""Recover"""
Marantec Group,"Marantec Group develops, produces, repairs, and maintains garage and industrial door systems.",R4,Repair,Marienfeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Bikestore,"Bikestore is a store that offers initial assembly, inspection, maintenance, and repair of mountain, race, trekking, and e-bikes.",R4,Repair,Würzburg,Bayern,Germany,"RR4: ""Repair"""
HASI elektronic,"HASI elektronic is an IT firm that provides software, networking, VoIP, data security, data recovery, PC issues, and repair services.","R4, R9","Repair, Recover",Vaihingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"", Disagree. The company 'HASI elektronic' does not seem to be directly involved in processes related to extracting useful materials or energy from waste products, as defined by the circular economy strategy 'Recover'."
Systemhaus Hartmann,"SHH offers solutions in maintenance, installation, and repair services for telecommunication and IT industries.",R4,Repair,Sundern,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Hk Hydraulik-kontor,"Hk Hydraulik-kontor specializes in pumps, motors, cylinders, control blocks, industrial hydraulic machines clinic, and repair services.",R4,Repair,Elmshorn,Schleswig-Holstein,Germany,"RR4: ""Repair"""
Unidense Technology,"Unidense Technology provides maintenance, repair, and cleaning services for chemical and petrochemical industries.",R4,Repair,Schwarzheide,Brandenburg,Germany,"RR4: ""Repair"""
emco construction technology,emco construction technology is designer and manufacturers of entrance mats that reduce dirt and moisture in buildings.,R2,Reduce,Lingen,Niedersachsen,Germany,"RR2: ""Reduce"""
Run-Tec,"Run-Tec manufactures and repairs milling, grinding, and turning spindles.",R4,Repair,Niedenstein,Hessen,Germany,"RR4: ""Repair"""
SIMPEX HYDRAULIK,"SIMPEX HYDRAULIK manufactures, maintains, and repairs hydraulics, pneumatics, test stands, and central lubrication technology.",R4,Repair,Leipzig,Sachsen,Germany,"RR4: ""Repair"""
Raab Group,"Raab Group is a supplier of chimney systems made of stainless steel, components for chimney technology, and heat recovery systems.",R9,Recover,Neuwied,Rheinland-Pfalz,Germany,"Disagree. Raab Group, as a supplier of chimney systems and components, does not directly align with the circular economy strategy of 'Recover', which focuses on extracting useful materials or energy from waste products."
Anekdot,"Anekdot offers sustainable lingerie and swimwear, handmade from recycled materials, designed in Berlin and produced in Europe.",R8,Recycle,Berlin,Berlin,Germany,"RR8: ""Recycle"""
ProDuck,"A SaaS, which offers product experts as a service for online shops. Expert dialogues are cleverly reused for content & soc. media marketing.",R3,Reuse,Munich,Bayern,Germany,"RR3: ""Reuse"""
Lohner & Sohn,"Lohner & Sohn offers installation and repair services for heating, ventilation, air conditioning system, and plumbing.",R4,Repair,Lappersdorf,Bayern,Germany,"RR4: ""Repair"""
Motor Center Heinen,Motor Center Heinen is an automotive facility that sells new and used vehicles along with offering damage repair and maintenance services.,R4,Repair,Dortmund,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
